landlord,country_code,city,state,zip,review,repair,health,stability,privacy,respect,date_added,flagged,flagged_reason,admin_approved,admin_edited
KELLER INVESTMENT PROPERTIES,US,FLAGSTAFF,ARIZONA,86001,"Woodcrest Apartments (managed by Keller Investment Properties) is definitely on the bottom end of complexes in the city.  Like any college town, the standards of landlords and property management companies are already very low.  If you intend on moving to Flagstaff and do not own property or do not have connections for housing, be aware that rent prices for what you get are not worth it.

Keller Investment Properties provide the bare minimum for ""luxury"" apartment prices. During our year at Woodcrest Apartments in Flagstaff, the water was turned off 3 to 4 times a month. We were consistently told to fill our bathtubs to be able to flush toilets. The internet provided by the complex went out several times. The only real amenity was a hot tub that was never in operation throughout our entire time at Woodcrest. The management of snow throughout the property during winter was poor. There were cars consistently getting stuck within the parking lots. We had countless issues with management during the move in process such as getting misquoted, lies about renovations and problems with getting our pets properly put into the lease.

Keller Investment Properties does not pay their employees enough. This is evident by the high turnover rate within the office and the general confusion from any questions asked to the staff.

Keller Investment Properties does not put enough money into the infrastructure of their complexes. This is evident by the hot water not working/water not working at all and the internet being extremely sporadic.

Avoid any Keller Investment Properties if at all possible.  For reference they have properties in Utah, Nevada and Arizona. If you are moving to Flagstaff, AZ, avoid Woodcrest Apartments.",2,3,2,4,2,2023-04-20T18:14:24.121Z,false,,,false
HAZELVIEW PROPERITES,CA,LONDON,ONTARIO,N6A3L9,"Workers for the landlord entered my apartment without notice and were upset that I hadn’t set my place up for an inspection so they tore the cushions off my couch and left them on the floor I went into my bedroom and found my mattress flipped off my bed and on the floor — they damaged the box spring and I had to replace it. Over the course of a couple years I had a cockroach and bed bug infestation the pest control company would take over a month to come each time I made a complaint about bugs — they also didn’t seem to be spraying much of my apartment. There was no residue from spraying on a lot of my furniture and only after complaining and accusing the exterminator of not spraying did he start to treat my unit. The landlord never took responsibility for damaging my property and failing to treat the infestation nor would they provide credit to use their laundry room, which is part of the treatment for a bug infestation. Overall I probably spent 5 grand replacing furniture when I left the building. 

The building manager and his supervisor were abusive and acted like tin pot dictators when attempting to get them to actually address the issues outlined above and other issues I have not included. They filed a fraudulent n5 when I started to press them that what they had done was illegal and promptly withdrew the n5 when I easily showed I kept my apartment quite clean.",1,1,3,1,1,2023-04-20T18:45:42.789Z,false,,,false
RHM REAL ESTATE GROUP,US,COLUMBUS,OHIO,43212,"Heritage Apartments, managed by RHM (Retiree Housing Management). Rent prices may appear lower than the market but the cost is higher than expected due to a litany of fees. Repair timelines and satisfaction is poor. Had an issue with our apartments due to repairs being done non the units above. Water damage was simply painted over after over a month of. Privacy is not an issue and maintenance is respectful when you can get a hold of them.",1,1,4,4,3,2023-04-20T18:48:25.716Z,false,,,false
COVE COMMUNITIES,CA,SASKATOON,SASKATCHEWAN,S7N2A5,They price gouge and never improve the properties. If you complain about anything the staff just gives you attitude.,2,1,1,3,2,2023-04-20T19:03:30.677Z,false,,,false
BRITLI ESTATES LLC,US,LEBANON,MISSOURI,65536,Price Gouging Landlord.,3,3,1,1,1,2023-04-20T19:12:36.611Z,false,,,false
CARLO SORRENTI,CA,LONDON,ONTARIO,N0J1G0,"the worst landlord to ever exist. inconsiderate, rude, and ignorant.",1,1,1,1,1,2023-04-20T19:14:16.177Z,false,,,false
HORIZON COURT PROPERTIES,CA,DARTMOUTH,NOVA SCOTIA,B3A0A4,"Living here was great, landlord always responded quickly to any request for maintenance, only rose rent by reasonable amounts (less than 1% each year on average).",5,5,5,5,5,2023-04-20T20:25:43.953Z,false,,,false
BO ROTHSTEIN,CA,VANCOUVER,BRITISH COLUMBIA,V5T0A4,"Honestly I feel like its gonna look like the landlord himself wrote this, but truly this has been my best landlord experience since moving to Vancouver is 2016.

Bo is extremely quick to act when we need him to. The management company in our building tends to take their time, but Bo is on them super hard and fast when we need anything from them like the buzzer not working.

We have had a ton go wrong in this apartment including 2 floods (not our fault), Dishwasher needing replacement, Washer/Dryer needing replacement. Bo is extremely fast to respond and really gives us the power to do what we want and simply take the cost off of upcoming rent when necessary.

The only thing id mention that may not be for you... Bo is OTHERWISE very hands off when there are no issues. He trusts us and isn't coming in here constantly to inspect the place. I really appreciate that aspect. this also means that for things like replacing a dishwasher for example he leaves that in our hands to find something good.. buy it and have it installed professionally ourselves... and he will then reimburse. We love doing it this way, but I COULD see some being put off by such a thing if say you dont have the ability to put out a big chunk of money like that for a couple weeks. that being said, im sure BO would work with us if it was an issue.

He hasnt raised rent on us in the past three years... which is honestly amazing considering the markets, and I do find commendable. Have never expereicned that in this city before thats for sure!!",5,5,5,5,5,2023-04-20T19:27:17.923Z,false,,,false
ETIENNE/CATALINA LESSARD,CA,TROIS-RIVIERES,QUEBEC,G9A1L3,Broke into my apartment the day before my lease ended and decided to pack up my stuff for me. Blatantly disregarded my belongings. Never replied to my texts afterwards. Overcharged on rent and did not fulfill some things set in the contract including a parking space.,2,1,4,2,1,2023-04-20T20:29:42.699Z,false,,,false
SKYLINE LIVING,CA,SARNIA,ONTARIO,N7T6E2,"These jokers buy up literally every apartment complex that they can afford in my city. They then do as many ""improvements"" to the building that they can get away with, letting you know that it could potentially cause an AGI. But they won't even tell you which capital projects they actually will apply for an AGI over, which drives me insane because I can't handle uncertainty. When they bought the place, they told us we would be grandfathered in as smoking units, then like 3 months later they tried to get all of us to sign agreements to make the entire building smoke free. I get it, SOME people don't like the smell of cigarettes or weed, but Skyline's word isn't worth anything, they will always do what will make them the most money. Their customer service is also garbage, all of their communications sound as if they were written by an AI, there is absolutely no rapport or human connection between Skyline's management and their tenants. People who think formal impersonal language is better for a business are delusional, especially when dealing with something as personal as housing. 

The four guys who founded the company are the epitome of toxic masculinity, and it's reflected in how hierarchical and bureaucratic their corporation is. Skyline is simply the manifestation of parasitical investors and their greed.",3,4,1,1,2,2023-04-20T19:33:40.004Z,false,,,false
